id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
71503373,residential,Κριτοβουλίδου,yes,,,,,,,,,,,,,,
71518316,residential,Χειμαριώτου,,,,,,,,,,,,,,,
71518318,pedestrian,Δαιμονογιάννη,,,,,,,,,,,,,,,
71518319,residential,Αγγελή,,,,,,,,,,,,,,,
71728705,residential,Μηλεών,yes,,,,,,,,,,,,,,
71883891,residential,Σπυριδογιάννη,,,,,,,,,,,,,,,
71883892,residential,Ζαβίρα,,,,,,,,,,,,,,,
71883893,steps,Καρολίδου Π.,,,,,,,,,,,,,,,
71883894,residential,Καρολίδου Π.,,,,,,,,,,,,,,,
72034922,residential,Αλέξανδρού Παπαναστασίου,yes,,,,,,,,,,,,,,
72034923,residential,Στρατηγού Μαζαράκη,,,,,,,,,,,,,,,
72938458,footway,,,,,,,,,,,,,,,,
72938459,footway,,,,,,,,,,,,,,,,
72938460,footway,,,,,,,,,,,,,,,,
72938462,service,Στρατώνος,,,,,,,,,,,,,,,
76767629,tertiary,Μπλέσσα Μ.,yes,,,,,,,,,,,,,,
77456251,residential,Σαρωνικού,,,,,,,,,,,,,,,
77456946,residential,Ομήρου,,,,,,,,,,,,,,,
78449278,residential,Σιδηροκάστρου,,,,,,,,,,,,,,,
79211480,footway,,,,,,,,,,,,,,,,
79213696,,,,,,,tram,,,,,,,,,,
79811581,tertiary,Δαμαγήτου,yes,,,,,,,,,,,,,,
79873105,residential,Σεχόπουλου,,,,,,,,,,,,,,,
80138564,service,Περγάμου,,,,,,,,,,,,,,,
80321396,residential,Μετεώρων,yes,,,,,,,,,,,,,,
80321505,residential,Σωσικλεους,,,,,,,,,,,,,,,
80321847,residential,Φιλιππότου,yes,,,,,,,,,,,,,,
80323712,residential,Αδαμάντιου Κοραή,yes,,,,,,,,,,,,,,
80340346,pedestrian,Καισαρείας,no,,,,,,,,,,,,,,
80404722,residential,Σίνα,yes,,,,,,,,,,,,,,
80404724,residential,Σίνα,yes,,,,,,,,,,,,,,
80535865,,Γραμμή 1,,,,,rail,,,,,,,,,,
80564974,,,,,,,platform,,,,,,,,,,
80564975,,,,,,,platform,,,,,,,,,,
80564977,secondary,,yes,,,,,,,,,,,,,,
80564978,,,,,,,platform,,,,,,,,,,
80565297,,,,,,,tram,,,,,,,,,,
80565298,,,,,,,tram,,,,,,,,,,
80565299,,,,,,,tram,,,,,,,,,,
80565300,,,,,,,tram,,,,,,,,,,
80565301,,,,,,,tram,,,,,,,,,,
80565426,,,,,,,platform,,,,,,,,,,
80565427,,,,,,,platform,,,,,,,,,,
80565428,,,,,,,platform,,,,,,,,,,
80566029,,,,,,,tram,,,,,,,,,,
80566031,,,,,,,tram,,,,,,,,,,
80641144,primary,Ποσειδώνος,yes,yes,2,60,,,,,,,,,,,
80641151,primary,Ποσειδώνος,yes,yes,4,60,,,,,,,yes,,,,
80673274,,,,,,,,,,,,,,,,,
80702063,residential,Βαθυκλέους,yes,,,,,,,,,,,,,,
80740567,service,,,,,,,,,,,,,,,,
80742548,service,,,,,,,,,,,,,,,,
80742552,service,,,,,,,,,,,,,,,,
80742556,service,,,,,,,,,,,,,,,,
80747278,service,,yes,,,,,,,,,,,,,,
80747279,unclassified,,yes,,,,,,,,,,,,,,
80747280,unclassified,,yes,,,,,,,,,,,,,,
80813892,residential,Σιφογιάννη Σ.,,,,,,,,,,,,,,,
80813893,tertiary,Χατζοπουλου,yes,,,,,,,,,,,,,,
81151737,residential,Χοϊδά,,,,,,,,,,,,,,,
81236931,residential,Κίου,yes,,,,,,,,,,,,,,
81236932,tertiary,Εκάτης,yes,yes,,,,,,,,,,,,,
81237216,residential,Σύρου,yes,,,,,,,,,,,,,,
81237217,residential,Σύρου,,,,,,,,,,,,,,,
81247711,service,,,,,,,,,,,,,,,,
81257629,service,,,,,,,,,,,,,,,,
81257631,unclassified,,yes,,,,,,,,,,,,,,
81263145,service,,,,,,,,,,,,,,,,
81263148,service,,,,,,,,,,,,,,,,
81263150,pedestrian,,,,,,,,,,,,,,,,
81265015,service,,,,,,,,,,,,,,,,
81669696,secondary_link,,yes,,,,,,,,,,,,,,
81672625,residential,Πολυκλέους,,,,,,,,,,,,,,,
81672626,residential,Χερσιφρονος,,,,,,,,,,,,,,,
81672627,residential,Πασιωνος,,,,,,,,,,,,,,,
81672630,residential,Τερψιχόρης,,,,,,,,,,,,,,,
81672631,residential,Νικομάχου,,,,,,,,,,,,,,,
81672632,primary_link,,yes,,,,,,,,,,,,,,
81672637,residential,Φιλοξένου,,,,,,,,,,,,,,,
81713117,service,,,,,,,,,,,,,,,,
81713130,residential,Χάρητος,,,,,,,,,,,,,,,
81713133,tertiary,Πλατεία Φιλικής Εταιρίας,yes,,,,,,,,,,,,,,
81713135,service,,,,,,,,,,,,,,,,
81713140,residential,,,,,,,,,,,,,,,,
81768530,residential,Λυδίας,,,,,,,,,,,,,,,
81768537,residential,Ομηρείου,,,,,,,,,,,,,,,
81768539,residential,Νάξου,,,,,,,,,,,,,,,
81768544,residential,Πανιωνίου,yes,,,,,,,,,,,,,,
81768545,residential,Κουντουριώτη,,,,,,,,,,,,,,,
81768553,residential,Βυζαντίου,,,,,,,,,,,,,,,
81768555,secondary,Εθνικής Αντίστασης,no,,,,,,,,,,,,,,
81768558,residential,Οδεμησίου,yes,,,,,,,,,,,,,,
81768565,residential,Ρήγα Φεραίου,,,,,,,,,,,,,,,
81768566,residential,2ας Μαΐου,,,,,,,,,,,,,,,
81768567,residential,Τριών Ιεραρχών,,,,,,,,,,,,,,,
81768573,residential,Σμύρνης,yes,,,,,,,,,,,,,,
81768576,residential,Μοσχονησίων,yes,,,,,,,,,,,,,,
81768587,residential,Αναξαγόρα,yes,,,,,,,,,,,,,,
81768588,residential,Φωκαίας,yes,,,,,,,,,,,,,,
81768599,secondary,Εθνικής Αντίστασης,yes,,,,,,,,,,,,,,
81768607,residential,Σεβαστοπούλου,,,,,,,,,,,,,,,
81768608,residential,Καραολή Μιχ.,,,,,,,,,,,,,,,
81768613,residential,Κουντουριώτη,,,,,,,,,,,,,,,
81768618,residential,Νέας Εφέσου,,,,,,,,,,,,,,,
81783128,residential,Μπενάκη Β.,,,,,,,,,,,,,,,
81783130,tertiary,Καρόλου,yes,,,,,,,,,,,,,,
81783134,residential,Θερμοπυλών,,,,,,,,,,,,,,,
81783137,residential,Αντιλόχου,,,,,,,,,,,,,,,
81796885,footway,,,,,,,,,,,,,,,,
81796886,footway,,,,,,,,,,,,,,,,
81797138,residential,Μητσαίων,yes,,,,,,,,,,,,,,
81797139,residential,Ερεχθείου,,,,,,,,,,,,,,,
81797140,residential,Ρεντη Θ.,,,,,,,,,,,,,,,
81797144,residential,Φραττι,yes,,,,,,,,,,,,,,
81797145,residential,Δοντα Σ.,,,,,,,,,,,,,,,
81797149,service,Νεζερ,,,,,,,,,,,,,,,
81797150,pedestrian,Φαιναρέτης,,,,,,,,,,,,,,,
81797152,residential,Προμάχου,yes,,,,,,,,,,,,,,
81797153,residential,Επιφάνους,,,,,,,,,,,,,,,
81797157,residential,Νέγρη Θ.,,,,,,,,,,,,,,,
81797158,primary_link,,yes,yes,2,,,,,,,,,,,,
81830914,residential,Τριβωνιανου,yes,,,,,,,,,,,,,,
81830918,residential,Ευμένους,,,,,,,,,,,,,,,
81830922,residential,Ίριδος,,,,,,,,,,,,,,,
81830924,tertiary,Βούρβαχη,yes,,1,,,,,,,,,,,,
81830929,residential,Αναπαύσεως,,,,,,,,,,,,,,,
81830930,service,,,,,,,,,,,,,,,,
81830931,residential,,,,,,,,,,,,,,,,
81830934,residential,Αναχαρσίδος,,,,,,,,,,,,,,,
81830936,service,,,,,,,,,,,,,,,,
81830938,secondary_link,,yes,,,,,,,,,,,,,,
81830939,residential,Έλληνος,,,,,,,,,,,,,,,
81830940,residential,Επιμηθέως,,,,,,,,,,,,,,,
81830942,residential,Μαλαμου,,,,,,,,,,,,,,,
81830943,service,,,,,,,,,,,,,,,,
81830945,residential,Αρχυτα,,,,,,,,,,,,,,,
81830946,residential,Διαγόρα,,,,,,,,,,,,,,,
81830947,residential,Κουτσοδήμου,,,,,,,,,,,,,,,
81830950,residential,Νεοπτόλεμου,,,,,,,,,,,,,,,
81832944,residential,Πύρρου,yes,,,,,,,,,,,,,,
81832945,residential,Χρεμωνίδου,yes,,,,,,,,,,,,,,
81836058,pedestrian,Διοσκουρίδου,,,,,,,,,,,,,,,
81836060,residential,Ηρώνδα,yes,,,,,,,,,,,,,,
81836065,residential,Κλεάνθους,,,,,,,,,,,,,,,
81836066,residential,,yes,,,,,,,,,,,,,,
81916365,primary_link,Βασιλέως Γεωργίου Α',yes,yes,3,,,,,,,,,,,,
81916368,primary,,yes,yes,,,,,,,,,,,,,
82143520,,,,,,,,,,,,,,,,,
82181905,residential,Νικήτα,yes,,,,,,,,,,,,,,
82181906,residential,Αστραπόγιαννου,yes,,,,,,,,,,,,,,
82181907,residential,Γωργίου Μπούσιου,yes,,,,,,,,,,,,,,
82181908,residential,Κούπα,yes,,,,,,,,,,,,,,
82181909,residential,Μονής Κύκκου,yes,,,,,,,,,,,,,,
82213946,,Γραμμή 1,,,,,rail,,,,,,,,,,
82213950,,,,,,,,,,,,,,,,,
82213956,,Γραμμή 1,,,,,rail,,,,,,,,,,
82213968,,,,,,,subway,,,,,,,,,,
82213971,,Γραμμή 1,,,,,rail,,,,,,,,,,
82213979,,Γραμμή 1,,,,,rail,,,,,,yes,,,,
82213984,,,,,,,platform,,,,,,,,,,
82213986,,,,,,,rail,,,,,,,,,,
82213992,,Γραμμή 1,,,,,rail,,,,,,,,,,
82214005,,Γραμμή 1,,,,,rail,,,,,,yes,,,,
82214007,,Γραμμή 1,,,,,rail,,,,,,yes,,,,
82214008,,,,,,,,,,,,,,,,,
82214012,,Γραμμή 1,,,,,rail,,,,,,,,,,
82214019,,Γραμμή 1,,,,,rail,,,,,,,,,,
82214022,,Γραμμή 1,,,,,subway,,,,,,yes,,,,
82214026,,Γραμμή 1,,,,,rail,,,,,,,,,,
82214034,,,,,,,platform,,,,,,,,,,
82215208,,,,,,,platform,,,,,,,,,,
82215209,,,,,,,platform,,,,,,,,,,
82215210,,,,,,,platform,,,,,,,,,,
82215211,,,,,,,platform,,,,,,,,,,
82215212,,Γραμμή 1,,,,,rail,,,,,,,,,,
82215214,tertiary,Τσούντα,,,,,,,,,,yes,,,,,
82215215,,,,,,,platform,,,,,,,,,,
82215216,,,,,,,platform,,,,,,,,,,
82215217,,,,,,,platform,,,,,,,,,,
82215218,,Γραμμή 1,,,,,rail,,,,,yes,,,,,
82215219,,,,,,,platform,,,,,,,,,,
82284953,unclassified,,yes,,,,,,,,,,,,,,
82284954,secondary_link,,yes,,,,,,,,,,,,,,
82284955,secondary_link,,yes,,,,,,,,,,,,,,
82284956,unclassified,,yes,,,,,,,,,,,,,,
82286998,unclassified,,yes,,,,,,,,,,,,,,
82286999,unclassified,,yes,,,,,,,,,,,,,,
82298521,footway,,,,,,,,,,,,,,,,
82455125,residential,Κεφαλληνίας,,,,,,,,,,,,,,,
82572005,,Γραμμή 1,,,,,rail,,,,,,,,,,
82572008,,,,,,,platform,,,,,,,,,,
82572010,,Γραμμή 1,,,,,subway,,,,,yes,,,,,
82572012,,,,,,,subway,,,,,,,,,,
82572013,,,,,,,platform,,,,,,,,,,
82572014,,,,,,,platform,,,,,,,,,,
82572015,,,,,,,platform,,,,,,,,,,
82572016,,,,,,,subway,,,,,,,,,,
82576738,pedestrian,Καμπανη,,,,,,,,,,,,,,,
82576739,residential,Μέρμηγκα,,,,,,,,,,,,,,,
82577395,service,Κρεσταινων,,,,,,,,,,,,,,,
82577397,steps,,,,,,,,,,,,,,,,
82577398,footway,,,,,,,,,,,,yes,,,,
82577400,footway,,,,,,,,,,,,,,,,
82577401,steps,,,,,,,,,,,,,,,,
82577990,service,Παρρασίου,,,,,,,,,,,,,,,
82577995,secondary,Δομοκού,no,yes,,,,,,,,,,,,,
82577996,secondary,Λιοσίων,no,,,,,,,,,,,,,,
82577998,secondary,Δομοκού,yes,,,,,,,,,,,,,,
82600209,unclassified,,yes,,,,,,,,,,,,,,
82600211,unclassified,,yes,,,,,,,,,,,,,,
82604245,unclassified,,yes,,,,,,,,,,,,,,
82607554,pedestrian,,,,,,,,,,,,,,,,
82615564,service,,yes,,,,,,,,,,,,,,
82615566,service,,,,,,,,,,,,,,,,
82615570,service,,yes,,,,,,,,,,,,,,
82615571,service,,yes,,,,,,,,,,,,,,
82615574,service,,yes,,,,,,,,,,,,,,
82615575,pedestrian,Φιλιππίδου,,,,,,,,,,,,,,,
82615586,secondary,Μαυροματαίων,yes,yes,,,,,,,,,,,,,
82615587,service,,yes,,,,,,,,,,,,,,
82619469,tertiary,Μαυροματαίων,yes,yes,,,,,,,,,,,,,
82619472,secondary_link,,yes,yes,,,,,,,,,,,,,
82623429,footway,,,,,,,,,,,,,,,,
82623430,footway,,,,,,,,,,,,,,,,
82623433,footway,,,,,,,,,,,,,,,,
82623434,footway,,,,,,,,,,,,,,,,
82623435,footway,,,,,,,,,,,,,,,,
82623437,footway,,,,,,,,,,,,,,,,
82623440,footway,,,,,,,,,,,,,,,,
82623442,footway,,,,,,,,,,,,,,,,
82623443,footway,,,,,,,,,,,,,,,,
82623444,footway,,,,,,,,,,,,,,,,
82623445,footway,,,,,,,,,,,,,,,,
82623446,steps,,,,,,,,,,,,,,,,
82623447,footway,,,,,,,,,,,,,,,,
82623448,footway,,,,,,,,,,,,,,,,
82623449,footway,,,,,,,,,,,,,,,,
82623451,footway,,,,,,,,,,,,,,,,
82623452,footway,,,,,,,,,,,,,,,,
82623454,footway,,,,,,,,,,,,,,,,
82623456,footway,,,,,,,,,,,,,,,,
82623457,footway,,,,,,,,,,,,,,,,
82624294,service,,,,,,,,,,,,,,,,
82624887,path,,,,,,,,,,,,,,,,
82624889,steps,,,,,,,,,,,,,,,,
82624890,pedestrian,,,,,,,,,,,,,,,,
82624891,path,,,,,,,,,,,,,,,,
82628795,residential,Φαιάκων,,,,,,,,,,,,,,,
82628797,secondary,Αρτεμιδος,,,,,,,,,,,,,,,
82628803,residential,Νεφέλης,,,,,,,,,,,,,,,
82628807,,,,,,,,,,,,yes,,,stream,,
82628809,,,,,,,,,,,,,,,stream,,
82628812,residential,,,,,,,,,,,,,,,,
82628813,residential,,,,,,,,,,,,,,,,
82628817,residential,,,,,,,,,,,,,,,,
82628819,residential,Αγίου Θωμά,,,,,,,,,,,,,,,
82628823,,,,,,,,,,,,,,,stream,,
82628824,secondary,Αρτεμιδος,,,,,,,,,,,yes,,,,
82628829,residential,Δημοκρίτου,yes,,,,,,,,,,,,,,
82628831,,Γερμανική Σχολή Αθηνών,,,,,,,,,fence,,,,,,
82628833,residential,,,,,,,,,,,,,,,,
82629272,unclassified,,,,,,,,,,,,,,,,
82682785,tertiary,Μάρνη,no,,4,,,,,,,,,,,,
82682788,secondary_link,,yes,,,,,,,,,,,,,,
82682794,tertiary_link,,yes,,,,,,,,,,,,,,
82682796,tertiary,Μάρνη,no,,4,,,,,,,,,,,,
82682799,secondary_link,,yes,,,,,,,,,,,,,,
82682807,service,Μυρρινουσίων,,,,,,,,,,,,,,,
82682808,residential,Φαιστού,,,,,,,,,,,,,,,
82682975,footway,,,,,,,,,,,,,,,,
82682977,footway,,,,,,,,,,,,,,,,
82682978,footway,,,,,,,,,,,,,,,,
82828511,footway,,,,,,,,,,,,,,,,
82828514,footway,,,,,,,,,,,,,,,,
82902964,footway,,,,,,,,,,,,,,,,
82902965,steps,,,,,,,,,,,,,,,,
82903066,footway,,,,,,,,,,,,,,,,
82904067,footway,,,,,,,,,,,,,,,,
83086574,residential,Λεωφόρος Ιωνίας,yes,,,,,,,,,,,,,,
83405591,unclassified,,yes,,1,,,,,,,,,,,,
83405592,unclassified,,yes,,1,,,,,,,,,,,,
83620791,residential,Αγαμέμνονος,,,,,,,,,,,,,,,
83927574,residential,,,,,,,,,,,,,,,,
83927578,footway,,,,,,,,,,,,yes,,,,
83927581,residential,,,,,,,,,,,,,,,,
83927583,,,,,,,rail,,,,,,,,,,
83927603,footway,,,,,,,,,,,,,,,,
83927619,footway,,,,,,,,,,,,,,,,
83956028,residential,,,,,,,,,,,,,,,,
83956313,residential,Ικάρων,yes,,,,,,,,,,,,,,
83956314,residential,Νικ. Καζαντζάκη,,,,,,,,,,,,,,,
83956552,residential,Κέκροπος,no,,,,,,,,,,,,,,
83957319,residential,Ξενίας,yes,,,,,,,,,,,,,,
83957721,residential,Λουτρακίου,yes,,,,,,,,,,,,,,
83957997,residential,Σοφίας Βέμπο,,,,,,,,,,,,,,,
83957999,residential,Εύας,,,,,,,,,,,,,,,
83958001,residential,Χαλεπά,yes,,,,,,,,,,,,,,
83958692,residential,Αστερίωνος,,,,,,,,,,,,,,,
83958815,tertiary,Αγίου Ιεροθέου,yes,,,,,,,,,,,,,,
83959568,residential,Δεσποτάτου Μυστρά,-1,,,,,,,,,,,,,,
83959589,residential,Ανεξαρτησίας,yes,,,,,,,,,,,,,,
83959859,residential,Ιωάννου Χρυσοστόμου,yes,,,,,,,,,,,,,,
83960135,residential,,,,,,,,,,,,,,,,
83960223,residential,Πωγωνάτου,yes,,,,,,,,,,,,,,
84012274,path,,,,,,,,,,,,,,,,
84012299,footway,,,,,,,,,,,,,,,,
84084818,footway,,,,,,,,,,,,,,,,
84084819,footway,,,,,,,,,,,,,,,,
84084820,footway,,,,,,,,,,,,,,,,
84084821,footway,,,,,,,,,,,,,,,,
84084822,footway,,,,,,,,,,,,,,,,
84174097,residential,Στρατηγού Μακρυγιάννη,yes,,,,,,,,,,,up,,,
84174099,residential,,yes,,,,,,,,,,,,,,
84174102,,,,,,,,,,,wall,,,,,,
84174105,,,,,,,,,,,,,,,,,
84174120,residential,Επικλείδας,,,,,,,,,,,,,,,
84174125,residential,,,,,,,,,,,,,,,,
84174126,residential,,,,,,,,,,,,,,,,
84174128,tertiary_link,,yes,,,,,,,,,,,,,,
84174129,residential,Νικολάου Πλαστήρα,yes,,,,,,,,,,,,,,
84174132,service,,,,,,,,,,,,,,,,
84174133,service,,,,,,,,,,,,,,,,
84174135,service,,,,,,,,,,,,,,,,
84174138,residential,Αλέξανδρου Παπαναστασίου,,,,,,,,,,,,,,,
84174143,residential,Χερσικράτους,yes,,,,,,,,,,,,,,
84174148,residential,Ιωάννη Θεολόγου,yes,,,,,,,,,,,,,,
84526409,residential,Ρήγα Φεραίου,yes,,,,,,,,,,,,,,
84526411,tertiary,,yes,,,,,,,,,,,,,,
84532262,tertiary,Περικλέους,yes,,,,,,,,,,,,,,
84532279,residential,Ερατούς,yes,,,,,,,,,,,,,,
84575375,residential,,,,,,,,,,,,,,,,
84575377,residential,,,,,,,,,,,,,,,,
84575378,tertiary,,yes,,,,,,,,,,,,,,
84575379,,,,,,,,,,,,,,,,,
84575381,residential,,,,,,,,,,,,,,,,
84575386,residential,,yes,,,,,,,,,,,,,,
84575387,residential,,,,,,,,,,,,,,,,
84575388,tertiary,Κύπρου,yes,,,,,,,,,,,,,,
84575390,residential,,,,,,,,,,,,,,,,
84575391,residential,Νικοδήμειας,yes,,,,,,,,,,,,,,
84575392,tertiary,,yes,,,,,,,,,,,,,,
84575393,residential,,,,,,,,,,,,,,,,
84575396,residential,,,,,,,,,,,,,,,,
84575398,residential,Κυδωνίων,,,,,,,,,,,,,,,
84579585,residential,,,,,,,,,,,,,,,,
84579587,service,,yes,,,,,,,,,,,,,,
84579600,service,,yes,,,,,,,,,,,,,,
84579606,unclassified,,,,,,,,,,,,,,,,
84635453,residential,Άντερσεν,yes,,,,,,,,,,,,,,
84635455,residential,Αδριανείου,no,,,,,,,,,,,,,,
84635458,residential,Μυστακίδου,,,,,,,,,,,,,,,
84635460,residential,Βεάκη Αιμ.,yes,,,,,,,,,,,,,,
84637995,residential,Τριανταφυλλίδη,,,,,,,,,,,,,,,
84638748,residential,Σεβαστουπόλεως,,,,,,,,,,,,,,,
84638749,residential,Άντερσεν,yes,,,,,,,,,,,,,,
84657187,tertiary,,yes,,,,,,,,,,,,,,
84657195,residential,,,,,,,,,,,,,,,,
84657198,residential,,,,,,,,,,,,,,,,
84657199,residential,Κύπρου,yes,,,,,,,,,,,,,,
84657200,tertiary,Νευροκοπίου,yes,,,,,,,,,,,,,,
84657201,residential,Ιερολοχιτών,,,,,,,,,,,,,,,
84659468,residential,Ελλήσποντου,,,,,,,,,,,,,,,
84659474,residential,,,,,,,,,,,,,,,,
84727333,footway,,,,,,,,,,,,,,,,
84727334,footway,,,,,,,,,,,,,,,,
84727688,path,,,,,,,,,,,,,,,,
84733709,unclassified,,yes,,,,,,,,,,,,,,
84733711,unclassified,,yes,,,,,,,,,,,,,,
84733712,residential,,,,,,,,,,,,,,,,
84737324,residential,,yes,,,,,,,,,,,,,,
84737325,unclassified,,yes,,,,,,,,,,,,,,
84737327,residential,,yes,,,,,,,,,,,,,,
84774632,unclassified,,yes,,,,,,,,,,,,,,
84774637,unclassified,,,,,,,,,,,,,,,,
84819771,unclassified,,,,,,,,,,,,,,,,
84819774,unclassified,,yes,,,,,,,,,,,,,,
84819776,service,,yes,,,,,,,,,,,,,,
84819777,unclassified,,yes,,,,,,,,,,,,,,
84844593,residential,Τσάμη Καρατάσου,yes,,,,,,,,,,,,,,
84844594,residential,Δράκου,,,,,,,,,,,,,,,
85022258,service,,,,,,,,,,,,,,,,
85022261,service,,,,,,,,,,,,,,,,
85022262,service,,,,,,,,,,,,,,,,
85022264,service,,,,,,,,,,,,,,,,
85022266,service,,,,,,,,,,,,,,,,
85022267,service,,,,,,,,,,,,,,,,
85030853,service,,yes,,,,,,,,,,,,,,
85044029,steps,,,,,,,,,,,,,,,,
85044031,steps,,,,,,,,,,,,,,,,
85044032,footway,,,,,,,,,,,,,,,,
85044033,steps,,,,,,,,,,,,,,,,
85049023,service,,,,,,,,,,,,,,,,
85049025,service,,,,,,,,,,,,,,,,
85049027,service,,,,,,,,,,,,,,,,
85054809,pedestrian,,,,,,,,,,,,,,,,
85059210,footway,,,,,,,,,,,,,,,,
85059212,footway,,,,,,,,,,,,,,,,
85063231,footway,,,,,,,,,,,,,,,,
85063232,footway,,,,,,,,,,,,,,,,
85068478,footway,,,,,,,,,,,,,,,,
85068479,footway,,,,,,,,,,,,,,,,
85128380,service,,,,,,,,,,,,,,,,
85128388,service,,,,,,,,,,,,,,,,
85128389,service,,yes,,,,,,,,,,,,,,
85131706,service,,,,,,,,,,,,,,,,
85132226,residential,Μακεδονίας,,,,,,,,,,,,,,,
85132227,residential,,,,,,,,,,,,,,,,
85132228,,Ρέμα Προφήτου Δανιήλ,,,,,,,,,,,,,stream,,
85132229,unclassified,,,,,,,,,,,,,,,,
85132230,residential,,,,,,,,,,,,,,,,
85132231,residential,,,,,,,,,,,,,,,,
85132233,,Ρέμα Προφήτου Δανιήλ,,,,,,,,,,,,,stream,,
85132234,residential,,,,,,,,,,,,,,,,
85132237,,,,,,,,,,,,yes,,,stream,,
85132240,,Ρέμα Προφήτου Δανιήλ,,,,,,,,,,,,,stream,,
85132241,,,,,,,,,,,,yes,,,stream,,
85132242,unclassified,,,,,,,,,,,,,,,,
85132243,residential,,,,,,,,,,,,,,,,
85132246,,,,,,,,,,,,yes,,,stream,,
85132247,residential,,,,,,,,,,,,,,,,
85132248,primary,,yes,,,50,,,,,,,,,,,
85132250,residential,Μπουμπουλίνας,,,,,,,,,,,,,,,
85132252,tertiary,Πάντου,yes,,,,,,,,,,,,,,
85132253,unclassified,,,,,,,,,,,,,,,,
85132255,unclassified,,,,,,,,,,,,,,,,
85132256,,Ρέμα Προφήτου Δανιήλ,,,,,,,,,,,,,stream,,
85132258,tertiary,Λεωφορος Ειρήνης,,,,,,,,,,,,,,,
85132264,residential,,,,,,,,,,,,,,,,
85132265,residential,Οδός Τριανταφύλλου,,,,,,,,,,,,,,,
85133491,,,,,,,rail,,,,,,,,,,
85133954,service,,,,,,,,,,,,,,,,
85135282,residential,,,,,,,,,,,,,,,,
85135284,residential,Κορυτσάς,,,,,,,,,,,,,,,
85135285,residential,,,,,,,,,,,,,,,,
85135286,unclassified,,,,,,,,,,,,,,,,
85135287,residential,,,,,,,,,,,,,,,,
85135288,residential,,,,,,,,,,,,,,,,
85135290,residential,,,,,,,,,,,,,,,,
85135291,,Ρέμα Προφήτου Δανιήλ,,,,,,administrative,,,,,,,stream,,
85135292,residential,,yes,,,,,,,,,,,,,,
85135293,unclassified,Θάσου,,,,,,,,,,,,,,,
85135294,residential,,,,,,,,,,,,,,,,
85135297,service,,,,,,,,,,,,,,,,
85135298,unclassified,,,,,,,,,,,,,,,,
85135299,residential,,,,,,,,,,,,,,,,
85135303,unclassified,,,,,,,,,,,,,,,,
85135304,residential,,,,,,,,,,,,,,,,
85135305,residential,,,,,,,,,,,,,,,,
85135306,tertiary,,,,,,,,,,,,yes,,,,
85135307,residential,,,,,,,,,,,,,,,,
85135309,,,,,,,rail,,,,,,yes,,,,
85135311,unclassified,,,,,,,,,,,,,,,,
85135314,unclassified,,,,,,,,,,,,,,,,
85135316,tertiary,Λεωφορος Ειρήνης,,,,,,administrative,,,,,,,,,
85135317,,Ρέμα Προφήτου Δανιήλ,,,,,,,,,,,,,stream,,
85135318,residential,,,,,,,,,,,,,,,,
85135319,,,,,,,,,,,,yes,,,stream,,
85135321,unclassified,,,,,,,,,,,,,,,,
85135322,residential,,,,,,,,,,,,,,,,
85135323,residential,Ήρας,,,,,,,,,,,,,,,
85135325,unclassified,,,,,,,,,,,,,,,,
85135326,service,,,,,,,,,,,,,,,,
85143650,residential,Ορφανίδου,,,,,,,,,,,,,,,
85240961,,,,,,,rail,,,,,,,,,,
85240964,,,,,,,rail,,,,,,,,,,
85240966,,,,,,,rail,,,,,,,,,,
85240971,,,,,,,rail,,,,,,,,,,
85241071,,,,,,,rail,,,,,,,,,,
85241072,,,,,,,rail,,,,,,,,,,
85241075,,,,,,,rail,,,,,,,,,,
85255939,,,,,,,rail,,,,,,yes,,,,
85255948,tertiary,Στρατηγού Μακρυγιάννη,yes,,,,,,,,,,,,,,
85255949,residential,,,,,,,,,,,,,,,,
85255952,tertiary,Παράπλευρη Οδός,,,2,,,,,,,,,,,,
85255953,tertiary_link,,yes,,,,,,,,,,,,,,
85255954,tertiary,Στρατηγού Μακρυγιάννη,yes,yes,2,50,,,,,,,yes,,,,
85255955,residential,,,,,,,,,,,,,,,,
85255956,residential,,,,,,,,,,,,,,,,
85255957,residential,,,,,,,,,,,,,,,,
85255960,residential,,yes,,,,,,,,,,,,,,
85256634,tertiary,,yes,,,,,,,,,,,,,,
85256635,secondary_link,,yes,yes,,,,,,,,,,,,,
85256636,,,,,,,,,,,,,,,river,,
85256637,secondary_link,,yes,yes,,,,,,,,,,,,,
85256638,motorway_link,,yes,,,,,,,,,,,,,,
85258569,primary,,yes,yes,,,,,,,,,yes,,,,
85258576,primary_link,,yes,,,,,,,,,,yes,,,,
85258581,secondary,Πέτρου Ράλλη,yes,,,,,,,,,,yes,,,,
85258586,secondary_link,Πέτρου Ράλλη,yes,,,,,,,,,,,,,,
85294373,residential,,yes,,,,,,,,,,,,,,
85294392,residential,,-1,,,,,,,,,,,,,,
85294414,residential,,,,,,,,,,,,,,,,
85294418,residential,,,,,,,,,,,,,,,,
85294429,secondary,Νικολάου Μπελογιάννη,yes,,,,,,,,,,,,,,
85383428,residential,Λυκούργου,,,,,,,,,,,,,,,
85392263,tertiary,Χαλκοκονδύλη,yes,,,,,,,,,,,,,,
85393304,service,,yes,,,,,,,,,,,,,,
85393320,service,,,,,,,,,,,,,,,,
85393325,service,,yes,,,,,,,,,,,,,,
